"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","Check Content","Fix Text","CCI","NIST SP 800-53 Revision 4 References","Legacy",
"V-226587","medium","SRG-OS-000480","SV-226587r505925_rule","GEN002560","The system and user default umask must be 077.","The umask controls the default access mode assigned to newly created files.  An umask of 077 limits new files to mode 700 or less permissive.  Although umask can be represented as a 4-digit number, the first digit representing special access modes is typically ignored or required to be 0.  This requirement applies to the globally configured system defaults and the user defaults for each account on the system.","NOTE: The following commands must be run in the BASH shell.

Check global configuration:
# find /etc -type f | xargs grep -i umask		

Check local initialization files:
# cut -d: -f6 /etc/passwd | xargs -n1 -iHOMEDIR sh -c ""grep umask HOMEDIR/.*""

If the system and user default umask is not 077, this a finding.

Note: If the default umask is 000 or allows for the creation of world writable files this becomes a CAT I finding..","Edit the /etc/default/login file for Solaris. Set the variable UMASK=077.

Edit local and global initialization files containing ""umask"" and change them to use ""077"".","CCI-000366","CM-6 b","V-808; SV-28641",
"V-226588","medium","SRG-OS-000095","SV-226588r505925_rule","GEN002640","Default system accounts must be disabled or removed.","Vendor accounts and software may contain backdoors allowing unauthorized access to the system.  These backdoors are common knowledge and present a threat to system security if the account is not disabled.","Determine if default system accounts (such as, those for sys, bin, uucp, nuucp, daemon, smtp, gdm, lp, nobody) have been disabled. 

# cat /etc/shadow 

If an account's password field is ""*"", ""*LK*"", ""NP"", or is prefixed with a ""!"", the account is locked or disabled. 

If any default system account is not locked and its use is not justified and documented with the ISSO, this is a finding.","Lock the default system account(s).
# passwd -l <user>
  ","CCI-000381","CM-7 a","V-810; SV-39834",
"V-226589","medium","SRG-OS-000062","SV-226589r505925_rule","GEN002660","Auditing must be implemented.","Without auditing, individual system accesses cannot be tracked and malicious activity cannot be detected and traced back to an individual account. ","Determine the type of zone that you are currently securing.

# zonename

If the output of ""zonename"" is ""global"", then auditing must be enabled.

Determine if auditing is enabled.

# ps -ef |grep auditd

If the auditd process is not found, this is a finding.
If the output of ""zonename"" is not ""global"", then the ""perzone"" policy must be determined.

# auditconfig --getpolicy 
audit policies = cnt,perzone

If ""perzone"" is not listed then this requirement is not applicable.  If ""perzone"" is listed then determine if auditing is enabled.

# ps -ef |grep auditd

If the auditd process is not found, this is a finding.","Use /etc/security/bsmconv to enable auditing on the system.","CCI-000169","AU-12 a","V-811; SV-27266",
"V-226590","medium","SRG-OS-000057","SV-226590r505925_rule","GEN002680","System audit logs must be owned by root.","Failure to give ownership of system audit log files to root provides the designated owner and unauthorized users with the potential to access sensitive information.","Perform the following to determine the location of audit logs and then check the ownership.
# more /etc/security/audit_control
# ls -lLa <audit log dir>
If any audit log file is not owned by root, this is a finding.","Change the ownership of the audit log file(s).

Procedure:
# chown root <audit log file>","CCI-000162","AU-9","V-812; SV-27271",
"V-226591","medium","SRG-OS-000057","SV-226591r505925_rule","GEN002690","System audit logs must be group-owned by root, bin, or sys.","Sensitive system and user information could provide a malicious user with enough information to penetrate further into the system.","Determine the location of audit logs and then check the group-ownership.

Procedure:
# more /etc/security/audit_control
# ls -lLd <audit log dir>

If any audit log file is not group-owned by root, bin, or sys, this is a finding.","Change the group ownership of the audit log file(s).

Procedure:
# chgrp root <audit log file>","CCI-000162, CCI-000163","AU-9","V-22702; SV-27277",
"V-226592","medium","SRG-OS-000058","SV-226592r505925_rule","GEN002700","System audit logs must have mode 0640 or less permissive.","If a user can write to the audit logs, audit trails can be modified or destroyed and system intrusion may not be detected.  System audit logs are those files generated from the audit system and do not include activity, error, or other log files created by application software.","Perform the following to determine the location of audit logs and then check the mode of the files.
# more /etc/security/audit_control
# ls -lLa <audit log dir>
If the audit log directory has a mode more permissive than 0750 or any audit log file has a mode more permissive than 0640, this is a finding.","Change the mode of the audit log directories/files.
# chmod 0750 <audit directory>
# chmod 0640 <audit file>
","CCI-000163","AU-9","V-813; SV-27282",
"V-226593","medium","SRG-OS-000058","SV-226593r505925_rule","GEN002710","All system audit files must not have extended ACLs.","If a user can write to the audit logs, then audit trails can be modified or destroyed and system intrusion may not be detected.","Check the audit configuration to determine the location of the system audit log files.
# more /etc/security/audit_control
Check the system audit log files for extended ACLs.
# ls -la [audit log dir]
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file. 
# chmod A- [audit file]","CCI-000163","AU-9","V-22369; SV-26502",
"V-226594","low","SRG-OS-000256","SV-226594r505925_rule","GEN002715","System audit tool executables must be owned by root.","To prevent unauthorized access or manipulation of system audit logs, the tools for manipulating those logs must be protected.","Verify the audit tool executables are owned by root.
# ls -l /usr/sbin/auditd /usr/sbin/audit /usr/sbin/bsmrecord /usr/sbin/auditreduce /usr/sbin/praudit /usr/sbin/auditconfig
If any listed file is not owned by root, this is a finding.
","Change the owner of the audit tool executable to root.
# chown root [audit tool executable]","CCI-001493","AU-9","V-22370; SV-26505",
"V-226595","low","SRG-OS-000256","SV-226595r505925_rule","GEN002716","System audit tool executables must be group-owned by root, bin, or sys.","To prevent unauthorized access or manipulation of system audit logs, the tools for manipulating those logs must be protected.","Verify the audit tool executables are group-owned by root, bin, or sys.

Procedure:
# ls -lL /usr/sbin/auditd /usr/sbin/audit /usr/sbin/bsmrecord /usr/sbin/auditreduce /usr/sbin/praudit /usr/sbin/auditconfig

If any listed file is not group-owned by root, bin, or sys, this is a finding.","Change the group-owner of the audit tool executable to root, bin, or sys.

Procedure:
# chgrp root <audit tool executable>","CCI-001493","AU-9","V-22371; SV-26508",
"V-226596","low","SRG-OS-000256","SV-226596r505925_rule","GEN002717","System audit tool executables must have mode 0750 or less permissive.","To prevent unauthorized access or manipulation of system audit logs, the tools for manipulating those logs must be protected.","Check the mode of audit tool executables.
# ls -l /usr/sbin/auditd /usr/sbin/audit /usr/sbin/bsmrecord /usr/sbin/auditreduce /usr/sbin/praudit /usr/sbin/auditconfig
If any listed file has a mode more permissive than 0750, this is a finding.","Change the mode of the audit tool executable to 0750, or less permissive.
# chmod 0750 [audit tool executable]","CCI-001493","AU-9","V-22372; SV-26511",
"V-226597","low","SRG-OS-000256","SV-226597r505925_rule","GEN002718","System audit tool executables must not have extended ACLs.","To prevent unauthorized access or manipulation of system audit logs, the tools for manipulating those logs must be protected.","Check the permissions of audit tool executables.
# ls -l /usr/sbin/auditd /usr/sbin/audit /usr/sbin/bsmrecord /usr/sbin/auditreduce /usr/sbin/praudit /usr/sbin/auditconfig
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- [audit file]","CCI-001493","AU-9","V-22373; SV-26515",
"V-226598","low","SRG-OS-000046","SV-226598r505925_rule","GEN002719","The audit system must alert the SA in the event of an audit processing failure.","An accurate and current audit trail is essential for maintaining 
a record of system activity. If the system fails, the SA must be notified and must take prompt 
action to correct the problem.

Minimally, the system must log this event and the SA will receive this notification during the 
daily system log review. If feasible, active alerting (such as email or paging) should be 
employed consistent with the site's established operations management systems and procedures.","Verify the presence of an audit_warn entry in /etc/mail/aliases.

# grep audit_warn /etc/mail/aliases

If there is no audit_warn entry in /etc/mail/aliases, this is a finding.","Add an audit_warn alias to /etc/mail/aliases that will forward to designated system administrator(s).

# vi /etc/mail/aliases

Put the updated aliases file into service.

# newaliases","CCI-000139","AU-5 a","V-22374; SV-40562",
"V-226599","medium","SRG-OS-000064","SV-226599r505925_rule","GEN002720","The audit system must be configured to audit failed attempts to access files and programs.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the system audit configuration to determine if failed attempts to access files and programs are audited.
# more /etc/security/audit_control
If flags -fr or fr are not configured, this is a finding.","Edit /etc/security/audit_control and add the fr or -fr flags to the flags list.
Load the new audit configuration.
# auditconfig -conf","CCI-000172","AU-12 c","V-814; SV-27287",
"V-226600","medium","SRG-OS-000343","SV-226600r505925_rule","GEN002730","The audit system must alert the SA when the audit storage volume approaches its capacity.","An accurate and current audit trail is essential for maintaining a record of system activity.  If the system fails, the SA must be notified and must take prompt action to correct the problem.

Minimally, the system must log this event and the SA will receive this notification during the daily system log review.  If feasible, active alerting (such as email or paging) should be employed consistent with the site's established operations management systems and procedures.","Verify the presence of an audit_warn entry in /etc/mail/aliases.

# grep audit_warn /etc/mail/aliases

If there is no audit_warn entry in /etc/mail/aliases, this is a finding.

Verify the minfree parameter in /etc/security/audit_control.

# egrep '^minfree:' /etc/security/audit_control

If the minfree parameter is set to zero or not set at all, this is a finding.","If necessary, add an audit_warn alias to /etc/mail/aliases that will forward to designated system administrator(s).

# vi /etc/mail/aliases

Put the updated aliases file into service.

# newaliases

If necessary, add or update the minfree: parameter in /etc/security/audit_control.  

# vi /etc/security/audit_control

Ensure the minfree value is greater than zero and less than 100.","CCI-001855","AU-5 (1)","V-22375; SV-40564",
"V-226601","medium","SRG-OS-000062","SV-226601r505925_rule","GEN002740","The audit system must be configured to audit file deletions.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","# grep flags /etc/security/audit_control 
Confirm flags fd or +fd and -fd are configured.","Edit /etc/security/audit_control and add the fd to the flags list.
Load the new audit configuration.
# auditconfig -conf","CCI-000169","AU-12 a","V-815; SV-27292",
"V-226602","low","SRG-OS-000004","SV-226602r505925_rule","GEN002750","The audit system must be configured to audit account creation.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises, and damages incurred during a system compromise.","Check the system's audit configuration.

# grep ua /etc/security/audit_control

If the ua flag is not set, and both the +ua and -ua flags are not set, this is a finding.
If the ua naflag is not set, and both the +ua and -ua naflags are not set, this is a finding.","Edit /etc/security/audit_control and add ua to the flags list and naflags list.
Refresh auditd.
# svcadm refresh auditd","CCI-000018","AC-2 (4)","V-22376; SV-40605",
"V-226603","low","SRG-OS-000239","SV-226603r505925_rule","GEN002751","The audit system must be configured to audit account modification.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the system's audit configuration.

# grep ua /etc/security/audit_control

If the ua flag is not set, and both the +ua and -ua flags are not set, this is a finding.
If the ua naflag is not set, and both the +ua and -ua naflags are not set, this is a finding.","Edit /etc/security/audit_control and add ua to the flags list and naflags list.
Refresh auditd.
# svcadm refresh auditd","CCI-001403","AC-2 (4)","V-22377; SV-40607",
"V-226604","low","SRG-OS-000240","SV-226604r505925_rule","GEN002752","The audit system must be configured to audit account disabling.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the system's audit configuration.

# grep ua /etc/security/audit_control

If the ua flag is not set, and both the +ua and -ua flags are not set, this is a finding.
If the ua naflag is not set, and both the +ua and -ua naflags are not set, this is a finding.","Edit /etc/security/audit_control and add ua to the flags list and naflags list.
Refresh auditd.
# svcadm refresh auditd","CCI-001404","AC-2 (4)","V-22378; SV-40610",
"V-226605","low","SRG-OS-000241","SV-226605r505925_rule","GEN002753","The audit system must be configured to audit account termination.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the system's audit configuration.

# grep ua /etc/security/audit_control

If the ua flag is not set, and both the +ua and -ua flags are not set, this is a finding.
If the ua naflag is not set, and both the +ua and -ua naflags are not set, this is a finding.","Edit /etc/security/audit_control and add ua to the flags list and naflags list.
Refresh auditd.
# svcadm refresh auditd","CCI-001405","AC-2 (4)","V-22382; SV-40611",
"V-226606","medium","SRG-OS-000062","SV-226606r505925_rule","GEN002760","The audit system must be configured to audit all administrative, privileged, and security actions.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the auditing configuration of the system.
# grep flags /etc/security/audit_control
If the am flag is not present, and either of the -am or +am flags is not present, this is a finding.
","Edit /etc/security/audit_control and add am to the flags list.
Load the new audit configuration.
# auditconfig -conf","CCI-000169","AU-12 a","V-816; SV-27298",
"V-226607","medium","SRG-OS-000470","SV-226607r505925_rule","GEN002800","The audit system must be configured to audit login, logout, and session initiation.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the system's audit configuration.

# grep lo /etc/security/audit_control

If the lo flag is not set, and both the +lo and -lo flags are not set, this is a finding.
If the lo naflag is not set, and both the +lo and -lo naflags are not set, this is a finding.","Edit /etc/security/audit_control and add lo to the flags list and naflags list.
Load the new audit configuration.
# auditconfig -conf","CCI-000172","AU-12 c","V-818; SV-27303",
"V-226608","medium","SRG-OS-000064","SV-226608r505925_rule","GEN002820","The audit system must be configured to audit all discretionary access control permission modifications.","If the system is not configured to audit certain activities and write them to an audit log, it is more difficult to detect and track system compromises and damages incurred during a system compromise.","Check the system's audit configuration.
# grep flags /etc/security/audit_control
Confirm flags fm or +fm and -fm are configured.
","Edit /etc/security/audit_control and add fm to the flags list.
Load the new audit configuration.
# auditconfig -conf","CCI-000172","AU-12 c","V-819; SV-27309",
"V-226609","medium","SRG-OS-000062","SV-226609r505925_rule","GEN002825","The audit system must be configured to audit the loading and unloading of dynamic kernel modules.","Actions concerning dynamic kernel modules must be recorded as they are substantial events.  Dynamic kernel modules can increase the attack surface of a system.  A malicious kernel module can be used to substantially alter the functioning of a system, often with the purpose of hiding a compromise from the SA.","Check /etc/security/audit_control file. 
# grep flags /etc/security/audit_control
If the as element is missing from the flags line, this is a finding.","Edit /etc/security/audit_control and add the as flag to the flag parameter.","CCI-000169","AU-12 a","V-22383; SV-26524",
"V-226610","medium","SRG-OS-000480","SV-226610r505925_rule","GEN002860","Audit logs must be rotated daily.","Rotate audit logs daily to preserve audit file system space and to conform to the DoD/DISA requirement.  If it is not rotated daily and moved to another location, then there is more of a chance for the compromise of audit data by malicious users.","Check for any crontab entries that rotate audit logs.
Procedure:
# crontab -l
If such a cron job is found, this is not a finding.

Otherwise, query the SA. If there is a process automatically rotating audit logs, this is not a finding. If the SA manually rotates audit logs, this is still a finding, because if the SA is not there, it will not be accomplished. If the audit output is not archived daily, to tape or disk, this is a finding. This can be ascertained by looking at the audit log directory and, if more than one file is there, or if the file does not have today's date, this is a finding.","Configure a cron job or other automated process to rotate the audit logs on a daily basis.","CCI-000366","CM-6 b","V-4357; SV-4357",
"V-226611","low","SRG-OS-000215","SV-226611r509214_rule","GEN002870","The system must be configured to send audit records to a remote audit server.","Audit records contain evidence that can be used in the investigation of compromised systems.  To prevent this evidence from compromise, it must be sent to a separate system continuously. Methods for sending audit records include, but are not limited to, system audit tools used to send logs directly to another host or through the system's syslog service to another host.","Audit records may be sent to a remote server in two ways, via an NFS mount of the audit directory, or via the audit_syslog plugin (if available).

NFS:
Check the ""dir"" parameter in /etc/security/audit_control.  If the directory is on an NFS mount to a remote server, there is no finding.

SYSLOG:
Check the ""plugin"" parameter in /etc/security/audit_control.  Confirm that the audit_syslog.so* plugin is listed with ""p_flags=all"".
# grep audit_syslog.so /etc/security/audit_control
Check that syslogd is sending messages to a remote server (GEN005450):
# grep '@' /etc/syslog.conf | grep -v '^#'
If both auditd is configured to send audit records to syslog, and syslogd is configured to send messages to a remote server, there is no finding.

If auditd is saving audit records on a local directory, and audit records are not being sent to a remote server via syslog, this is a finding. ","Update the /etc/security/audit_control file to save audit records to a remote NFS mount.

dir:<remote NFS directory>

OR

If the /usr/lib/security/audit_syslog.so* exists, update the /etc/security/audit_control file to send all audit records to syslog and update /etc/syslog.conf to send all audit messages to a remote server.

/etc/security/audit_control:
plugin:name=audit_syslog.so.1; p_flags=all

/etc/syslog.conf:
audit.* @<remote syslog server>","CCI-001348","AU-9 (2)","V-24357; SV-39881",
"V-226612","medium","SRG-OS-000480","SV-226612r505925_rule","GEN002960","Access to the cron utility must be controlled using the cron.allow and/or cron.deny file(s).","The cron facility allows users to execute recurring jobs on a regular and unattended basis.  The cron.allow file designates accounts allowed to enter and execute jobs using the cron facility.  If neither cron.allow nor cron.deny exists, then any account may use the cron facility.  This may open the facility up for abuse by system intruders and malicious users.","Check for the existence of the cron.allow and cron.deny files.
# ls -lL /etc/cron.d/cron.allow
# ls -lL /etc/cron.d/cron.deny
If neither file exists, this is a finding.","Create /etc/cron.d/cron.allow and/or /etc/cron.d/cron.deny with appropriate content.","CCI-000366","CM-6 b","V-974; SV-27317",
"V-226613","medium","SRG-OS-000480","SV-226613r505925_rule","GEN002980","The cron.allow file must have mode 0600 or less permissive.","A cron.allow file that is readable and/or writable by other than root could allow potential intruders and malicious users to use the file contents to help discern information, such as who is allowed to execute cron programs, which could be harmful to overall system and network security.","Check mode of the cron.allow file.

Procedure:
# ls -lL /etc/cron.d/cron.allow

If either file has a mode more permissive than 0600, this is a finding.","Change the mode of the cron.allow file to 0600.

Procedure:
# chmod 0600 /etc/cron.d/cron.allow","CCI-000366","CM-6 b","V-975; SV-27323",
"V-226614","medium","SRG-OS-000480","SV-226614r505925_rule","GEN002990","The cron.allow file must not have an extended ACL.","A cron.allow file that is readable and/or writable by other than root could allow potential intruders and malicious users to use the file contents to help discern information, such as who is allowed to execute cron programs, which could be harmful to overall system and network security.","Check the permissions of the cron.allow file.
# ls -l /etc/cron.allow
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/cron.allow","CCI-000366","CM-6 b","V-22384; SV-26528",
"V-226615","medium","SRG-OS-000480","SV-226615r505925_rule","GEN003000","Cron must not execute group-writable or world-writable programs.","If cron executes group-writable or world-writable programs, there is a possibility that unauthorized users could manipulate the programs with malicious intent.  This could compromise system and network security.","List all cronjobs on the system. 
Procedure: 
# ls /var/spool/cron/crontabs/

If cron jobs exist under any of the above directories search for programs executed by cron.
Procedure:
# more <cron job file>

Determine if the file is group-writable or world-writable.
Procedure:
# ls -la <cron program file>

If cron executes group-writable or world-writable files, this is a finding.","Remove the world-writable and group-writable permissions from the cron program file(s) identified.
# chmod go-w <cron program file>","CCI-000366","CM-6 b","V-976; SV-27329",
"V-226616","medium","SRG-OS-000480","SV-226616r505925_rule","GEN003020","Cron must not execute programs in, or subordinate to, world-writable directories.","If cron programs are located in or subordinate to world-writable directories, they become vulnerable to removal and replacement by malicious users or system intruders.","List all cronjobs on the system.
Procedure:
# ls /var/spool/cron/crontabs/

If cron jobs exist under any of the above directories search for programs executed by cron.
Procedure:
# more <cron job file>

Determine if the directory containing programs executed from cron is world-writable.
Procedure:
# ls -ld <cron program directory>

If cron executes programs in world-writable directories, this is a finding.","Remove the world-writable permission from the cron program directories identified.

Procedure:
# chmod o-w <cron program directory>","CCI-000366","CM-6 b","V-977; SV-27331",
"V-226617","medium","SRG-OS-000480","SV-226617r505925_rule","GEN003040","Crontabs must be owned by root or the crontab creator.","To protect the integrity of scheduled system jobs and prevent malicious modification to these jobs, crontab files must be secured.","List all crontabs on the system.  
# ls -lL /var/spool/cron/crontabs/

If any crontab is not owned by root or the creating user, this is a finding.","Change the crontab owner to root or the crontab creator.
# chown root <crontab file>","CCI-000366","CM-6 b","V-11994; SV-27333",
"V-226618","medium","SRG-OS-000480","SV-226618r505925_rule","GEN003050","Crontab files must be group-owned by root, sys, or the crontab creator's primary group.","To protect the integrity of scheduled system jobs and prevent malicious modification to these jobs, crontab files must be secured.","Check the group ownership of the crontab files.
# ls -lL /var/spool/cron/crontabs/
If the group owner is not root, sys, or the crontab owner's primary group, this is a finding.","Change the group owner of the crontab file to root, sys, or the crontab's primary group.
Procedure:
# chgrp root [crontab file]","CCI-000366","CM-6 b","V-22385; SV-41044",
"V-226619","medium","SRG-OS-000480","SV-226619r505925_rule","GEN003060","Default system accounts (with the exception of root) must not be listed in the cron.allow file or must be included in the cron.deny file, if cron.allow does not exist.","To centralize the management of privileged account crontabs, of the default system accounts, only root may have a crontab.","Check the cron.allow and cron.deny files for the system.
# more /etc/cron.d/cron.allow
# more /etc/cron.d/cron.deny
If a default system account (such as bin, sys, adm, or others) is listed in the cron.allow file, or not listed in the cron.deny file if no cron.allow file exists, this is a finding.","Remove default system accounts (such as bin, sys, adm, or others) from the cron.allow file if it exists, or add those accounts to the cron.deny file.","CCI-000366","CM-6 b","V-11995; SV-27335",
"V-226620","medium","SRG-OS-000480","SV-226620r505925_rule","GEN003080","Crontab files must have mode 0600 or less permissive.","To protect the integrity of scheduled system jobs and prevent malicious modification to these jobs, crontab files must be secured.","Check the mode of the crontab files.
# ls -lL /var/spool/cron/crontabs/
If any crontab file has a mode more permissive than 0600, this is a finding.
","Change the mode of the crontab files.
# chmod 0600 /var/spool/cron/crontabs/*","CCI-000366","CM-6 b","V-978; SV-27340",
"V-226621","medium","SRG-OS-000480","SV-226621r505925_rule","GEN003090","Crontab files must not have extended ACLs.","To protect the integrity of scheduled system jobs and to prevent malicious modification to these jobs, crontab files must be secured.  ACLs on crontab files may provide unauthorized access to the files.","Check the permissions of the crontab files.
# ls -lL /var/spool/cron/crontabs/

If the permissions include a ""+"", the file has an extended ACL and this is a finding.

","Remove the extended ACL from the file.
# chmod A- [crontab file]","CCI-000366","CM-6 b","V-22386; SV-26534",
"V-226622","medium","SRG-OS-000480","SV-226622r505925_rule","GEN003100","Cron and crontab directories must have mode 0755 or less permissive.","To protect the integrity of scheduled system jobs and to prevent malicious modification to these jobs, crontab files must be secured.","Check the mode of the crontab directory.
# ls -ld /var/spool/cron/crontabs
If the mode of the crontab directory is more permissive than 0755, this is a finding.
","Change the mode of the crontab directory.
# chmod 0755 /var/spool/cron/crontabs","CCI-000366","CM-6 b","V-979; SV-27342",
"V-226623","medium","SRG-OS-000480","SV-226623r505925_rule","GEN003110","Cron and crontab directories must not have extended ACLs.","To protect the integrity of scheduled system jobs and to prevent malicious modification to these jobs, crontab files must be secured.  ACLs on cron and crontab directories may provide unauthorized access to these directories.  Unauthorized modifications to these directories or their contents may result in the addition of unauthorized cron jobs or deny service to authorized cron jobs.","Check the permissions of the crontab directories.
# ls -ld /var/spool/cron/crontabs/

If the permissions include a ""+"", the directory has an extended ACL and this is a finding.

","Remove the extended ACL from the directory.
# chmod A- /var/spool/cron/crontabs/","CCI-000366","CM-6 b","V-22387; SV-26538",
"V-226624","medium","SRG-OS-000480","SV-226624r505925_rule","GEN003120","Cron and crontab directories must be owned by root or bin.","Incorrect ownership of the cron or crontab directories could permit unauthorized users the ability to alter cron jobs and run automated jobs as privileged users.  Failure to give ownership of cron or crontab directories to root or to bin provides the designated owner and unauthorized users with the potential to access sensitive information or change the system configuration which could weaken the system's security posture.","Check the owner of the crontab directory.
# ls -ld /var/spool/cron/crontabs
If the owner of the crontab directory is not root or bin, this is a finding.
","Change the owner of the crontab directory.
# chown root /var/spool/cron/crontabs","CCI-000366","CM-6 b","V-980; SV-27345",
"V-226625","medium","SRG-OS-000480","SV-226625r505925_rule","GEN003140","Cron and crontab directories must be group-owned by root, sys, or bin.","To protect the integrity of scheduled system jobs and to prevent malicious modification to these jobs, crontab files must be secured.  Failure to give group-ownership of cron or crontab directories to a system group provides the designated group and unauthorized users with the potential to access sensitive information or change the system configuration which could weaken the system's security posture.","Check the group owner of the crontab directories.

Procedure:
# ls -ld /var/spool/cron/crontabs

If the directory is not group-owned by root, sys, or bin, this is a finding.","Change the group owner of the crontab directories to root, sys, or bin.

Procedure:
# chgrp root /var/spool/cron/crontabs","CCI-000366","CM-6 b","V-981; SV-27347",
"V-226626","medium","SRG-OS-000470","SV-226626r505925_rule","GEN003160","Cron logging must be implemented.","Cron logging can be used to trace the successful or unsuccessful execution of cron jobs.  It can also be used to spot intrusions into the use of the cron facility by unauthorized and malicious users.","# ls -lL /var/cron/log
If this file does not exist, or is older than the last cron job, this is a finding.
# more /etc/default/cron
If a CRONLOG=YES line does not exist, this is a finding.","Edit /etc/default/cron and set CRONLOG=YES.","CCI-000172","AU-12 c","V-982; SV-27349",
"V-226627","medium","SRG-OS-000057","SV-226627r505925_rule","GEN003180","The cronlog file must have mode 0600 or less permissive.","Cron logs contain reports of scheduled system activities and must be protected from unauthorized access or manipulation.","Check the mode of the cron log file.
# ls -lL /var/cron/log
If the mode is more permissive than 0600, this is a finding.
","Change the mode of the cron log file.
# chmod 0600 /var/cron/log
","CCI-000162","AU-9","V-983; SV-27354",
"V-226628","medium","SRG-OS-000480","SV-226628r505925_rule","GEN003190","The cron log files must not have extended ACLs.","Cron logs contain reports of scheduled system activities and must be protected from unauthorized access or manipulation.","Check the permissions of the file.
# ls -lL /var/cron/log
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /var/cron/log","CCI-000366","CM-6 b","V-22388; SV-26542",
"V-226629","medium","SRG-OS-000312","SV-226629r505925_rule","GEN003200","The cron.deny file must have mode 0600 or less permissive.","If file permissions for cron.deny are more permissive than 0600, sensitive information could be viewed or edited by unauthorized users.","Check the mode of the cron.deny file.
# ls -lL /etc/cron.d/cron.deny
If the cron.deny file is more permissive than 0600, this is a finding.
","Change the mode of the cron.deny file.
# chmod 0600 /etc/cron.d/cron.deny","CCI-002165","AC-3 (4)","V-4358; SV-27359",
"V-226630","medium","SRG-OS-000480","SV-226630r505925_rule","GEN003210","The cron.deny file must not have an extended ACL.","If file permissions for cron.deny are more permissive than 0700, sensitive information could be viewed or edited by unauthorized users.","Check the permissions of the file.
# ls -lL /etc/cron.d/cron.deny
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/cron.d/cron.deny","CCI-000366","CM-6 b","V-22389; SV-26546",
"V-226631","low","SRG-OS-000312","SV-226631r509217_rule","GEN003220","Cron programs must not set the umask to a value less restrictive than 077.","The umask controls the default access mode assigned to newly created files.  An umask of 077 limits new files to mode 700 or less permissive.  Although umask is often represented as a 4-digit octal number, the first digit representing special access modes is typically ignored or required to be 0.","Determine if there are any crontabs by viewing a long listing of the directory.  If there are crontabs, examine them to determine what cron jobs exist. Check for any programs specifying  an umask.

# ls -lL /var/spool/cron/crontabs
# cat <crontab file>
# grep umask <cron program>

If there are no cron jobs present, this vulnerability is not applicable.  If any cron job contains an umask value more permissive than 077, this is a finding.

Severity Override Guidance:
If a cron program sets the umask to 000 or does not restrict the world-writable permission, this becomes a CAT I finding.","Edit cron script files and modify the umask to 077.","CCI-002165","AC-3 (4)","V-4360; SV-27364",
"V-226632","medium","SRG-OS-000480","SV-226632r505925_rule","GEN003240","The cron.allow file must be owned by root, bin, or sys.","If the owner of the cron.allow file is not set to root, bin, or sys, the possibility exists for an unauthorized user to view or to edit sensitive information.","# ls -lL /etc/cron.d/cron.allow
If the cron.allow file is not owned by root, sys, or bin, this is a finding.","# chown root /etc/cron.d/cron.allow","CCI-000366","CM-6 b","V-4361; SV-27366",
"V-226633","medium","SRG-OS-000480","SV-226633r505925_rule","GEN003245","The at.allow file must not have an extended ACL.","File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Unauthorized modification of the at.allow file could result in Denial of Service to authorized at users and the granting of the ability to run at jobs to unauthorized users.","Check the permissions of the file.
# ls -lL /etc/cron.d/at.allow
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/cron.d/at.allow","CCI-000366","CM-6 b","V-22390; SV-26550",
"V-226634","medium","SRG-OS-000480","SV-226634r505925_rule","GEN003250","The cron.allow file must be group-owned by root, bin, or sys.","If the group of the cron.allow is not set to root, bin, or sys, the possibility exists for an unauthorized user to view or edit the list of users permitted to use cron.  Unauthorized modification of this file could cause Denial of Service to authorized cron users or provide unauthorized users with the ability to run cron jobs.","Check the group ownership of the file.

Procedure:
# ls -lL /etc/cron.d/cron.allow

If the file is not group-owned by root, bin, or sys, this is a finding.","Change the group ownership of the file.

Procedure:
# chgrp root /etc/cron.d/cron.allow","CCI-000366","CM-6 b","V-22391; SV-26553",
