"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","VMS Asset Posture","CCI",
"V-11984","medium","GEN001820","SV-12485r2_rule","GEN001820","All skeleton files and directories (typically in /etc/skel) must be owned by bin.","If the skeleton files are not protected, unauthorized personnel could change user startup parameters and possibly jeopardize user files.  Failure to give ownership of sensitive files or utilities to bin provides the designated owner and unauthorized users with the potential to access sensitive information or change the system configuration which could weaken the system's security posture.","ECLP-1","Check skeleton files ownership.
# ls -alL /etc/skel
If a skeleton file is not owned by bin, this is a finding.","Change the ownership of skeleton files with incorrect mode.
# chown bin <skeleton file>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-11985","medium","GEN001840","SV-12486r4_rule","GEN001840","All global initialization files executable search paths must contain only authorized paths.","The executable search path (typically the PATH environment variable) contains a list of directories for the shell to search to find executables. If this path includes the current working directory or other relative paths, executables in these directories may be executed instead of system commands. This variable is formatted as a colon-separated list of directories. If there is an empty entry, such as a leading or trailing colon, two consecutive colons, or a single period, this is interpreted as the current working directory. Paths starting with a slash (/) are absolute paths.","","Check the global initialization files' executable search paths.

Procedure:
# grep -i PATH /etc/profile /etc/bashrc /etc/csh.login /etc/csh.cshrc /etc/environment /etc/.login /etc/security/environ

This variable is formatted as a colon-separated list of directories. 

If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. 

If an entry begins with a character other than a slash (/), or has not been documented with the ISSO, this is a finding.
","Edit the global initialization file(s) with PATH variables containing relative paths and remove any relative path form the PATH variables that have not been documented with the ISSO.  

Edit the global initialization file(s) and remove any empty entry that is defined.
","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-11986","medium","GEN001900","SV-12487r5_rule","GEN001900","All local initialization files executable search paths must contain only authorized paths.","The executable search path (typically the PATH environment variable) contains a list of directories for the shell to search to find executables. If this path includes the current working directory or other relative paths, executables in these directories may be executed instead of system commands. This variable is formatted as a colon-separated list of directories. If there is an empty entry, such as a leading or trailing colon, two consecutive colons, or a single period, this is interpreted as the current working directory. Paths starting with a slash (/) are absolute paths.","","NOTE: The following must be done in the BASH shell.

Examine the PATH variable contained in any user's local initialization files using a command shell that supports the use of ~USER as USER's home directory.

# cat /etc/passwd | cut -f 1,1 -d "":"" | xargs -n1 -IUSER sh -c 'grep -i PATH ~USER/.*'

The PATH variable is a colon-delimited directory list. 

If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. 

If an entry begins with a character other than a slash (/), or has not been documented with the ISSO, this is a finding.
","Edit the local initialization file(s) and remove the relative path entries from the PATH variable that have not been documented with the ISSO.   

Edit the local initialization file(s) and remove any empty entry that is defined.
","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-11987","medium","GEN001980","SV-12488r2_rule","GEN001980","The .rhosts, .shosts, hosts.equiv, shosts.equiv, /etc/passwd, /etc/shadow, and/or /etc/group files must not contain a plus (+) without defining entries for NIS+ netgroups.","A plus (+) in system accounts' files causes the system to lookup the specified entry using NIS.  If the system is not using NIS, no such entries should exist.","ECCD-1, ECCD-2","Check system configuration files for plus (+) entries.

Procedure:
# find / -name .rhosts -exec grep + {} \;

# find / -name .shosts -exec grep + {} \;

# find / -name hosts.equiv -exec grep + {} \;

# find / -name shosts.equiv -exec grep + {} \;


# grep + /etc/passwd
# grep + /etc/shadow
# grep + /etc/group

If the .rhosts, .shosts, hosts.equiv, shosts.equiv, /etc/passwd, /etc/shadow, and/or /etc/group files contain a plus (+) and do not define entries for NIS+ netgroups, this is a finding.

","Edit the .rhosts, .shosts, hosts.equiv, shosts.equiv, /etc/passwd, /etc/shadow, and/or /etc/group files and remove entries containing a plus (+).



","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-11988","high","GEN002040","SV-40332r1_rule","GEN002040","There must be no .rhosts, .shosts, hosts.equiv, or shosts.equiv files on the system.","The .rhosts, .shosts, hosts.equiv, and shosts.equiv files are used to configure host-based authentication for individual users or the system.  Host-based authentication is not sufficient for preventing unauthorized access to the system.","ECCD-1, ECCD-2","Check for the existence of the files.  The .rhosts and .shosts files are stored in home directories.  (If a user does not have a home directory assigned in /etc/passwd, the root directory (/) is assigned as a default home directory.)

Procedure (the first command is five lines long):
# for homedir in `cut -d: -f6 /etc/passwd | awk '$1 == """" {$1 = ""/""} {print $1}'`;
     do
        ls -l $homedir/.rhosts;
        ls -l $homedir/.shosts;
     done
# ls -l /etc/hosts.equiv
# ls -l /etc/ssh/shosts.equiv

If .rhosts, .shosts, hosts.equiv, or shosts.equiv are found, this is a finding.","Remove the .rhosts, .shosts, hosts.equiv, and/or shosts.equiv files.
","","","false","","","","","Information Assurance Officer","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-11989","medium","GEN002100","SV-40334r1_rule","GEN002100","The .rhosts file must not be supported in PAM.","The .rhosts files are used to specify a list of hosts that are permitted remote access to a particular account without authenticating.  The use of such a mechanism defeats strong identification and authentication requirements.","ECCD-1, ECCD-2","Check the PAM configuration for rhosts_auth.

Procedure:
# grep rhosts_auth /etc/pam.conf

If a rhosts_auth entry is found that is not commented out, this is a finding.","Edit /etc/pam.conf and remove the reference(s) to the rhosts_auth module.
","","","false","","","","","Information Assurance Officer","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-11990","medium","GEN002540","SV-12491r2_rule","GEN002540","All public directories must be group-owned by root or an application group.","If a public directory has the sticky bit set and is not group-owned by a system GID, unauthorized users may be able to modify files created by others.

The only authorized public directories are those temporary directories supplied with the system or those designed to be temporary file repositories. The setting is normally reserved for directories used by the system and by users for temporary file storage (e.g., /tmp) and for directories requiring global read/write access.","ECLP-1","Check the group ownership of public directories.

Procedure:
# find / -type d -perm -1002 -exec ls -ld {} \;

If any public directory is not group-owned by root, sys, bin, or an application group (such as mail), this is a finding.","Change the group ownership of the public directory.

Procedure:
# chgrp root /tmp

(Replace root with a different system group and/or /tmp with a different public directory as necessary.)","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-11994","medium","GEN003040","SV-27333r1_rule","GEN003040","Crontabs must be owned by root or the crontab creator.","To protect the integrity of scheduled system jobs and prevent malicious modification to these jobs, crontab files must be secured.","DCSL-1","List all crontabs on the system.  
# ls -lL /var/spool/cron/crontabs/

If any crontab is not owned by root or the creating user, this is a finding.","Change the crontab owner to root or the crontab creator.
# chown root <crontab file>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-11995","medium","GEN003060","SV-27335r1_rule","GEN003060","Default system accounts (with the exception of root) must not be listed in the cron.allow file or must be included in the cron.deny file, if cron.allow does not exist.","To centralize the management of privileged account crontabs, of the default system accounts, only root may have a crontab.","ECPA-1","Check the cron.allow and cron.deny files for the system.
# more /etc/cron.d/cron.allow
# more /etc/cron.d/cron.deny
If a default system account (such as bin, sys, adm, or others) is listed in the cron.allow file, or not listed in the cron.deny file if no cron.allow file exists, this is a finding.","Remove default system accounts (such as bin, sys, adm, or others) from the cron.allow file if it exists, or add those accounts to the cron.deny file.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-11996","low","GEN003500","SV-27400r1_rule","GEN003500","Process core dumps must be disabled unless needed.","Process core dumps contain the memory in use by the process when it crashed.  Process core dump files can be of significant size and their use can result in file systems filling to capacity, which may result in Denial of Service.  Process core dumps can be useful for software debugging.  ","ECCD-1, ECCD-2","Check the process core dump configuration.
# coreadm |grep enabled
OR
# egrep ""COREADM_.*_ENABLED"" /etc/coreadm.conf.

If any lines are returned by coreadm or if any lines are not set to no in /etc/coreadm.conf, this is a finding.

# grep coredumpsize /etc/system
If the value is 1, this is a finding.","Change the process core dump configuration.
# coreadm -d global
# coreadm -d process
# coreadm -d global-setid
# coreadm -d proc-setid
# coreadm -d log

Edit /etc/system and remove the coredumpsize parameter.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-11997","low","GEN003520","SV-27407r1_rule","GEN003520","The kernel core dump data directory must be owned by root.","Kernel core dumps may contain the full contents of system memory at the time of the crash.  As the system memory may contain sensitive information, it must be protected accordingly. If the kernel core dump data directory is not owned by root, the core dumps contained in the directory may be subject to unauthorized access.","ECLP-1","Check the ownership of the kernel core dump data directory.

# ls -ld /var/crash
OR
# ls -ld `grep DUMPADM_SAVDIR /etc/dumpadm.conf | cut -d= -f2`

If the kernel core dump data directory is not owned by root, this is a finding.","Change the owner of the kernel core dump data directory to root. 
# chown root /var/crash","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-11999","medium","GEN003540","SV-27412r2_rule","GEN003540","The system must implement non-executable program stacks.","A common type of exploit is the stack buffer overflow.  An application receives, from an attacker, more data than it is prepared for and stores this information on its stack, writing beyond the space reserved for it.  This can be designed to cause execution of the data written on the stack.  One mechanism to mitigate this vulnerability is for the system to not allow the execution of instructions in sections of memory identified as part of the stack.","","This check applies to the global zone only. Determine the type of zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Determine if the system implements non-executable program stacks.
# grep noexec_user_stack /etc/system

If the noexec_user_stack is not set to 1, this is a finding.","This action applies to the global zone only. Determine the type of zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Edit /etc/system and set the noexec_user_stack parameter to 1.  Restart the system for the setting to take effect.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-12001","medium","GEN003580","SV-27416r1_rule","GEN003580","The system must use initial TCP sequence numbers most resistant to sequence number guessing attacks.","One use of initial TCP sequence numbers is to verify bidirectional communication between two hosts, which provides some protection against spoofed source addresses being used by the connection originator.  If the initial TCP sequence numbers for a host can be determined by an attacker, it may be possible to establish a TCP connection from a spoofed source address without bidirectional communication.","ECSC-1","# grep ""TCP_STRONG_ISS=2"" /etc/default/inetinit
If this variable is not set, this is a finding.","Edit /etc/default/inetinit and set the TCP_STRONG_ISS parameter to 2.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001436
The organization disables organization defined networking protocols within the information system deemed to be nonsecure except for explicitly identified components in support of specific operational requirements.
NIST SP 800-53 :: AC-17 (8)
NIST SP 800-53A :: AC-17 (8).1 (ii)

",
"V-12002","medium","GEN003600","SV-27420r2_rule","GEN003600","The system must not forward IPv4 source-routed packets.","Source-routed packets allow the source of the packet to suggest that routers forward the packet along a different path than configured on the router, which can be used to bypass network security measures.  This requirement applies only to the forwarding of source-routed traffic, such as when IPv4 forwarding is enabled and the system is functioning as a router.","","Determine the type of zone that you are currently securing.
# zonename

If the zone is not the global zone, determine if any interfaces are exclusive to the zone:
# dladm show-link

If the output indicates ""insufficient privileges"" then this requirement is not applicable.

If the zone is the global zone or the non-global zone has exclusive interfaces verify the network settings: 

# ndd /dev/ip ip_forward_src_routed
If the returned value is not 0, this is a finding.","Configure the system to not forward IPv4 source-routed packets.
Procedure:
# ndd /dev/ip ip_forward_src_routed 0

This command must also be added to a system startup script.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001551
The organization defines approved authorizations for controlling the flow of information between interconnected systems.
NIST SP 800-53 :: AC-4
NIST SP 800-53A :: AC-4.1 (ii)
NIST SP 800-53 Revision 4 :: AC-4

",
"V-12003","low","GEN003620","SV-28618r3_rule","GEN003620","A separate file system must be used for user home directories (such as /home or equivalent).","The use of separate file systems for different paths can protect the system from failures resulting from a file system becoming full or failing.","ECSC-1","Determine if the /export/home path is a separate file system.

# grep /export/home /etc/vfstab

If no result is returned, /export/home is not on a separate file system and this is a finding.

If ZFS is used for home directories, this is not applicable.","Migrate the /export/home path onto a separate file system.","","","true","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001208
The organization partitions the information system into components residing in separate physical domains (or environments) as deemed necessary.
NIST SP 800-53 :: SC-32
NIST SP 800-53A :: SC-32.1

",
"V-12004","medium","GEN003660","SV-12505r2_rule","GEN003660","The system must log authentication informational data.","Monitoring and recording successful and unsuccessful logins assists in tracking unauthorized access to the system.","ECAR-2, ECAR-3","Check /etc/syslog.conf and verify the auth facility is logging both the notice and info level messages by using one of the procedures below.

# grep ""auth.notice"" /etc/syslog.conf
# grep ""auth.info"" /etc/syslog.conf
OR
# grep 'auth.*' /etc/syslog.conf

If auth.* is not found, and either auth.notice or auth.info is not found, this is a finding.","Edit /etc/syslog.conf and add local log destinations for auth.* or both auth.notice and auth.info.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000126
The organization determines that the organization-defined subset of the auditable events defined in AU-2 are to be audited within the information system.
NIST SP 800-53 :: AU-2 d
NIST SP 800-53A :: AU-2.1 (v)
NIST SP 800-53 Revision 4 :: AU-2 d

",
"V-12005","medium","GEN003700","SV-27426r1_rule","GEN003700","Inetd and xinetd must be disabled or removed if no network services utilizing them are enabled.","Unnecessary services should be disabled to decrease the attack surface of the system.","ECSC-1","Determine if inetd is running,
# svcs -a | grep inetd
If inetd is not running, this check is not a finding.
# inetadm | grep -v disabled
If no enabled/online services are found, yet the inetd daemon is running, this is a finding.","Disable the inetd service.

Procedure:
# svcadm disable inetd","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000305
The organization develops a list of software programs not authorized to execute on the information system.
NIST SP 800-53 :: CM-2 (4) (a)
NIST SP 800-53A :: CM-2 (4).1 (i)
NIST SP 800-53 :: CM-7 (2)
NIST SP 800-53A :: CM-7 (2).1 (i)

",
"V-12006","medium","GEN004540","SV-42309r1_rule","GEN004540","The SMTP service HELP command must not be enabled.","The HELP command should be disabled to mask version information. The version of the SMTP service software could be used by attackers to target vulnerabilities present in specific software versions.","ECSC-1","Check if Help is disabled in Sendmail.

Procedure:
# telnet <host> 25
> help

If the help command returns any Sendmail version information, this is a finding.

If telnet is unavailable for testing, check the value of the HelpFile parameter in the sendmail.cf file.

# grep HelpFile /etc/mail/sendmail.cf

If the contents of the file indicated by the HelpFile parameter contains any Sendmail version information, this is a finding.","To disable the SMTP HELP command, clear the Sendmail help file.
# echo > /etc/mail/helpfile","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-12010","medium","GEN004800","SV-28635r1_rule","GEN004800","Unencrypted FTP must not be used on the system.","FTP is typically unencrypted and, therefore, presents confidentiality and integrity risks.  FTP may be protected by encryption in certain cases, such as when used in a Kerberos environment.   SFTP and FTPS are encrypted alternatives to FTP.","ECSC-1","Perform the following to determine if unencrypted FTP is enabled.

# svcs ftp

If FTP is enabled, ask the SA if it is encrypted.  If it is not, this is a finding.","# svcadm disable ftp
","","","true","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-12011","medium","GEN005040","SV-12512r2_rule","GEN005040","All FTP users must have a default umask of 077.","The umask controls the default access mode assigned to newly created files.  An umask of 077 limits new files to mode 700 or less permissive.  Although umask is stored as a 4-digit number, the first digit representing special access modes is typically ignored or required to be 0.","ECCD-1, ECCD-2","Check the umask setting for the FTP user.

Procedure:
# su - ftp
$ umask

If the umask value does not return 077, this is a finding.","Edit the initialization files for the FTP user and set the umask to 077.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-12014","medium","GEN005180","SV-12515r2_rule","GEN005180","All .Xauthority files must have mode 0600 or less permissive.",".Xauthority files ensure the user is authorized to access the specific X Windows host.  Excessive permissions may permit unauthorized modification of these files, which could lead to Denial of Service to authorized access or allow unauthorized access to be obtained.","ECLP-1","Check the file permissions for the .Xauthority files in the home directories of users of X.

Procedure:
# cd ~<X user>
# ls -lL .Xauthority

If the file mode is more permissive than 0600, this is finding.
","Change the mode of the .Xauthority files.

Procedure:
# chmod 0600 .Xauthority","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-12016","medium","GEN005220","SV-12517r2_rule","GEN005220",".Xauthority or X*.hosts (or equivalent) file(s) must be used to restrict access to the X server.","If access to the X server is not restricted, a user's X session may be compromised.","ECCD-1, ECCD-2","Determine if the X server is running.
Procedure:
# ps -ef |grep X

Determine if xauth is being used.
Procedure:
# xauth
xauth> list

If the above command sequence does not show any host other than the localhost, then xauth is not being used.

Search the system for an X*.hosts files, where * is a display number that may be used to limit X window connections.  If no files are found, X*.hosts files are not being used.  If the X*.hosts files contain any unauthorized hosts, this is a finding.

If both xauth and X*.hosts files are not being used, this is a finding.","Create an X*.hosts file, where * is a display number that may be used to limit X window connections.  Add the list of authorized X clients to the file.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000297
The organization reviews and updates the baseline configuration of the information system when required due to organization defined circumstances.
NIST SP 800-53 :: CM-2 (1) (b)
NIST SP 800-53A :: CM-2 (1).1 (ii)
NIST SP 800-53 Revision 4 :: CM-2 (1) (b)

",
"V-12017","medium","GEN005240","SV-12518r2_rule","GEN005240","The .Xauthority utility must only permit access to authorized hosts.","If unauthorized clients are permitted access to the X server, a user's X session may be compromised.","ECCD-1, ECCD-2","Check the X Window system access is limited to authorized clients.

Procedure:
# xauth
xauth> list

Ask the SA if the clients listed are authorized.  If any are not, this is a finding.","Remove unauthorized clients from the xauth configuration.
# xauth remove <display name>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-12018","medium","GEN005260","SV-12519r2_rule","GEN005260","X Window System connections that are not required must be disabled.","If unauthorized clients are permitted access to the X server, a user's X session may be compromised.","ECSC-1","Determine if the X Window system is running.

Procedure:
# ps -ef |grep X

Ask the SA if the X Window system is an operational requirement. If it is not, this is a finding.","Disable the X Windows server on the system.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001436
The organization disables organization defined networking protocols within the information system deemed to be nonsecure except for explicitly identified components in support of specific operational requirements.
NIST SP 800-53 :: AC-17 (8)
NIST SP 800-53A :: AC-17 (8).1 (ii)

",
"V-12019","medium","GEN005360","SV-40274r2_rule","GEN005360","The snmpd.conf files must be owned by root.","The snmpd.conf files contain authenticators and must be protected from unauthorized access and modification.  If the files are not owned by root, they may be subject to access and modification from unauthorized users.","","Determine the owner of the SNMP configuration files. 

Procedure:

# ls -lL /etc/sma/snmp/snmpd.conf /etc/snmp/conf/snmpd.conf /var/sma_snmp/snmpd.conf /usr/sfw/lib/sma_snmp/snmpd.conf

If the snmpd.conf files are not owned by root, this is a finding.","Change the owner of the snmpd.conf file to root.

Procedure:
# chown root <snmpd.conf file> ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-12020","medium","GEN005440","SV-41515r1_rule","GEN005440","The system must not be used as a syslog server (log host) for systems external to the enclave.","Syslog messages are typically unencrypted and may contain sensitive information and are, therefore, restricted to the enclave.","ECSC-1","Ask the SA if the log host server is collecting data for hosts outside the local enclave.  If it is, this is a finding.","Configure the hosts outside of the local enclave to not log to this system.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-12021","medium","GEN005480","SV-28431r1_rule","GEN005480","The syslog daemon must not accept remote messages unless it is a syslog server documented using site-defined procedures.","Unintentionally running a syslog server accepting remote messages puts the system at increased risk.  Malicious syslog messages sent to the server could exploit vulnerabilities in the server software itself, could introduce misleading information in to the system's logs, or could fill the system's storage leading to a Denial of Service.","ECSC-1","# svcprop system-log | grep log_from_remote

If the config/log_from_remote value is not false, this is a finding.
","# svccfg -s system-log setprop config/log_from_remote=false
# svcadm refresh system-log","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-12022","medium","GEN005540","SV-40279r1_rule","GEN005540","The SSH daemon must be configured for IP filtering.","The SSH daemon must be configured for IP filtering to provide a layered defense against connection attempts from unauthorized addresses.","ECSC-1","Check the TCP wrappers configuration files to determine if SSHD is configured to use TCP wrappers.

Procedure:
# egrep '^[^#:]*(ALL|sshd)' /etc/hosts.deny
# egrep '^[^#:]*(ALL|sshd)' /etc/hosts.allow

If neither of the hosts.deny or hosts.allow files exist, this is a finding.
If no entries are returned, the TCP wrappers are not configured for SSHD, this is a finding.","Add appropriate IP restrictions for SSH to the /etc/hosts.deny and/or /etc/hosts.allow files.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
