"facility","severity_id","mnemonic","vendor_message_text","vendor_explanation","vendor_recommended_action"
"POSLC","3","PROCESS_TIMEREVENT","[chars]","An unexpected process timer event occurred in the Optical Services Module.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information that you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"POSLC","3","RXPOSTO","POSLC(%d/%d), RX POS engine shutdown failed","The software is trying to shutdown the Rx POS engine. POS engine refuses to shutdown, the software timeout","Copy the error message exactly as it appears on the console or in the system log. Run diagnostics on the line card in slot (X). If diagnostics pass, issue the execute-on slot (X) show controller pos registers command to gather data that may provide information to determine the nature of the error. If you cannot determine the nature of the error from the error message text or from the execute-on slot (X) show controller pos registers output, call your Cisco technical support representative and provide the representative with the gathered information."
"POSLC","3","SOP","%s SOP. (source=0x%x, halt_minor0=0x%x)","SOP hardware errors","Copy the error message exactly as it appears on the console or in the system log. Run diagnostics on the line card in slot (X). If diagnostics pass, call your Cisco technical support representative and provide the representative with the gathered information."
"POSLC","3","SRAMPAR","%s POS, %s. %s=0x%x%s. (src=0x%x, det1=0x%x, det2=0x%x)","Parity error occurred on POS asic SRAM","Copy the error message exactly as it appears on the console or in the system log. Run diagnostics on the line card in slot (X). If diagnostics pass, call your Cisco technical support representative and provide the representative with the gathered information."
"POSLC","3","TXPOSTO","POSLC(%d/%d), TX POS engine shutdown failed","The software is trying to shutdown the Tx POS engine. POS engine refuses to shutdown, the software timeout","Copy the error message exactly as it appears on the console or in the system log. Run diagnostics on the line card in slot (X). If diagnostics pass, issue the execute-on slot (X) show controller pos registers command to gather data that may provide information to determine the nature of the error. If you cannot determine the nature of the error from the error message text or from the execute-on slot (X) show controller pos registers output, call your Cisco technical support representative and provide the representative with the gathered information."
"POSLC","3","UNEXPECTED_PROCESSEVENT","[chars]","An unexpected process event occurred in the Optical Services Module.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information that you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"POT1E1","1","UNAVAILABLE","%s channel not disabled","The PRI port adaptor failed to respond to a request to disable an interface.","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","%s channel not enabled;called from function %s","A software or hardware error occurred. The POT1E1 serial interface is not responding to commands used to initialize it.","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","Download failed","Microcode download to POT1E1 port adapter failed.","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","Fail to configure %d interfaces on bay %d, shutting down bay","Cannot configure some interfaces on board","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","Failed for bay %d, sent = 0x%x, received = 0x%x","The download of the internal firmware to the POT1E1 failed to checksum correctly. This usually indicates a hardware failure","Perform a power cycle. If the problem persists, the POT1E1 hardware may have a problem."
"POT1E1","1","UNAVAILABLE","Microcode download failed to complete","The POT1E1 hardware has failed. It could not download its operational microcode.","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","Not ready for download.","Error on the communication path between DRIVER and POT1E1","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","Slot %d: %s","The PRI port adaptor failed to complete hardware initialization.","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","1","UNAVAILABLE","only found %d interfaces on bay %d, shutting down bay","Mismatched type or POT1E1 hardware failure","Copy the error message exactly as it appears, and report it to your technical support representative."
"POT1E1","2","NOACCPTR","VC=[dec] [chars]","The POT1E1 port adapter could not increment the pointer count.","Copy the error message exactly as it appears on the console or in the system log. Enter the show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides, and your pertinent troubleshooting logs."
"POT1E1","2","NOINC","[chars]","The POT1E1 port adapter encountered a null access pointer while it was incrementing the pointer count.","Copy the error message exactly as it appears on the console or in the system log. Enter the show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides, and your pertinent troubleshooting logs."
"POT1E1","2","QTAIL","Qhead=[hex] particle_count=[dec] size=[dec]","The POT1E1 port adapter encountered a null queue heading.","Copy the error message exactly as it appears on the console or in the system log. Enter the show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides, and your pertinent troubleshooting logs."
"POT1E1","2","TXBADVC","[chars], vc [dec]","The POT1E1 port adapter encountered a null queue heading.","Copy the error message exactly as it appears on the console or in the system log. Enter the show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support and show controllers vip slot-number tech-support commands, with slot-number being the slot number where the POT1E1 port adapter resides, and your pertinent troubleshooting logs."
"POT1E1","3","FREEDMFATAL","Bay [dec]: freedm reset, command-status register [hex]","The POT1E1 port adapter has experienced a fatal problem related to the Frame Engine and Data Link Manager (FREEDM) ASIC.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"POT1E1","3","MBOXSEND","Bay [dec]: fail sending mbox msg [dec]","POT1E1 mailbox failed send","Copy the error message exactly as it appears, and report it to your technical support representative."
"POWERNET_ISSU","3","CAPABILITY","Powernet ISSU client %s","Powernet ISSU client observed an error during capability negotiation. When this error happens there is a mismatch between the client capability between the active and standby unit.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"POWERNET_ISSU","3","CAP_INVALID_SIZE","Powernet ISSU client capability list is empty.","The Powernet ISSU client capability exchange list size is invalid.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"POWERNET_ISSU","3","CAP_NOT_COMPATIBLE","Powernet ISSU client capability exchange result incompatible.","The Powernet ISSU client capability exchange has negotiated as incompatible with the peer.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"POWERNET_ISSU","3","INVALID_SESSION","EnergyWise ISSU client does not have a valid registered session.","EnergyWise ISSU client does not have a valid registered session.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"POWERNET_ISSU","3","MSG_NOT_OK","EnergyWise ISSU client 'Message Type %d' is not compatible","EnergyWise ISSU client received an incompatible message from the peer device. The message cannot be processed.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"POWERNET_ISSU","3","TRANSFORM_FAIL","EnergyWise ISSU client %s transform failed for 'Message Type %d'. Error: %d (%s)","EnergyWise ISSU client could not transform the specified message type. If the transmit transformation failed, the checkpoint message was not sent to the standby device. If the receive transformation failed, the checkpoint message was not applied on the standby device. In both cases, the EnergyWise state between the active device and the standby device is not identical.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"POWERNET_ISSU","3","TRANSFORM_FAIL","EnergyWise ISSU client %s transform failed for 'Message Type %d'. Error: %d (%s)","EnergyWise ISSU client could not transform the specified message type. If the transmit transformation failed, the checkpoint message was not sent to the standby device. If the receive transformation failed, the checkpoint message was not applied on the standby device. In both cases, the EnergyWise state between the active device and the standby device is not identical.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging, show tech-support, show issu session, and show issu negotiated version commands and your pertinent troubleshooting logs."
"PPP","3","ISSU_ERR","[chars]","An error occurred during an ISSU versioning operation.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"PQ3_FE","1","INITFAILP","PQ3/FE([dec]/[dec]), Init failed at [chars]","The FE could not allocate an I/O buffer pool.","Clear the interface. If the message recurs, call your technical support representative for assistance."
"PQ3_FE","1","MACADDRFAIL","PQ3/FE([dec]/[dec]), Unable to set the Mac-address for the interface","The FEC could not set the mac address of the interface.","Clear the interface. If the message recurs, call your "
"PQ3_FE","1","SHOWFAIL","PQ3/FE([dec]/[dec]), Memory error at [chars]","The FEC could not allocate memory to display controller.","Clear the interface. If the message recurs, call your technical support representative for assistance."
"PQ3_FE","2","NOISL","Interface [chars] does not support ISL","The interface cannot be configured as an ISL trunk.","Check the configuration."
"PQ3_FE","3","OVERFLO","PQ3/FE([dec]/[dec]), Receive overflow","While receiving a frame, the controller chip's local buffer transmitted insufficient data because data could not be transferred to DRAM fast enough to keep pace with its input rate. Normally, such a problem is temporary, depending on transient peak loads within the system.","The system should recover. No action is required."
"PQ3_FE","3","UNDERFLO","PQ3/FE([dec]/[dec]), Transmit underflow","While transmitting a frame, the controller chip's local buffer received insufficient data because data could not be transferred to the chip fast enough to keep pace with its output rate. Normally, such a problem is temporary, depending on transient peak loads within the system.","The system should recover. No action is required."
"PQ3_FE","4","BABBLE","PQ3/FE([dec]/[dec]), Babble error, CSR[dec]=[hex]","The transmitter has been on the channel longer than the time taken to transmit the largest frame.","The system should recover. No action is required."
"PQ3_FE","5","EXECOLL","PQ3/FE([dec]/[dec]), Excessive collision","Excessive collisions occurred on the Fast Ethernet interface.","No action is required."
"PQ3_FE","5","LATECOLL","PQ3/FE([dec]/[dec]), Late collision","Late collisions occurred on the Fast Ethernet interface.","If the interface is Fast Ethernet, verify that both peers are in the same duplex mode. No action is required."
"PQ3_FE","5","LOSTCARR","PQ3/FE([dec]/[dec]), Lost carrier. Transceiver problem?","The cable and/or transceiver is not connected.","Connect the cable and/or transceiver."
"PQ3_TSEC","1","INITFAIL","PQ3/FE([dec]), Init failed, CSR[dec]=[hex]","The software failed to initialize/restart an Ethernet/Fast Ethernet interface.","Clear the interface. If the message recurs, call your technical support representative for assistance."
"PQ3_TSEC","1","INITFAILP","PQ3/FE([dec]), Init failed at [chars]","The FEC could not allocate a I/O buffer pool.","Clear the interface. If the message recurs, call your technical support representative for assistance."
"PQ3_TSEC","1","MEMERR","PQ3/FE([dec]), Memory error, CSR[dec]=[hex]","The interface could not access system resources for a long time. This problem may occur under very heavy loads.","The system should recover. No action is required. If the message recurs, call your technical support representative for assistance."
"PQ3_TSEC","1","SHOWFAIL","PQ3/FE([dec]), Memory error at [chars]","The FEC could not allocate memory to display controller.","Clear the interface. If the message recurs, call your technical support representative for assistance."
"PQ3_TSEC","2","NOISL","Interface [chars] does not support ISL","The interface cannot be configured as an ISL trunk.","Check the configuration."
"PQ3_TSEC","3","OVERFLO","PQ3/FE([dec]), Receive overflow","While receiving a frame, the controller chip's local buffer transmitted insufficient data because data could not be transferred to DRAM fast enough to keep pace with its input rate. Normally, such a problem is temporary, depending on transient peak loads within the system.","The system should recover. No action is required."
"PQ3_TSEC","3","OWNERR","PQ3/FE([dec]), Buffer ownership error, pak=[hex]","The software detected an error in descriptor ownership.","Try a later version of the software. If the message recurs, call your technical support representative for assistance."
"PQ3_TSEC","3","UNDERFLO","PQ3/FE([dec]), Transmit underflow","While transmitting a frame, the controller chip's local buffer received insufficient data because data could not be transferred to the chip fast enough to keep pace with its output rate. Normally, such a problem is temporary, depending on transient peak loads within the system.","The system should recover. No action is required."
"PQ3_TSEC","4","BABBLE","PQ3/FE([dec]), Babble error, CSR[dec]=[hex]","The transmitter has been on the channel longer than the time taken to transmit the largest frame.","The system should recover. No action is required."
"PQ3_TSEC","5","COLL","PQ3/FE([dec]), Excessive collisions, TDR=[dec], TRC=[dec].","Ethernet/Fast Ethernet is seeing multiple collisions. This may occur under heavy loads.","The system should recover. No action is required."
"PQ3_TSEC","5","EXCESSCOLL","PQ3/FE([dec]), Excessive collision","Ethernet/Fast Ethernet is seeing multiple collisions. This may occur under heavy loads.","The system should recover. No action is required."
"PQ3_TSEC","5","LATECOLL","PQ3/FE([dec]), Late collision","Late collisions occurred on the Ethernet/Fast Ethernet interface.","If the interface is Fast Ethernet, verify that both peers are in the same duplex mode. For regular Ethernet, the system should recover. No action is required."
"PQ3_TSEC","5","LOSTCARR","PQ3/FE([dec]), Lost carrier. Transceiver problem?","The cable is not connected to the port.","Connect the cable to the port."
"PQUICC3","1","BADHDXFSM","PQUICC3([dec]/[dec]), Unexpected HDX state [dec], event [dec]","A bad event was detected in the state machine for half duplex transmission/reception.","Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the Output Interpreter https://www.cisco.com/cgi-bin/Support/OutputInterpreter/home.pl. Issue the show tech-support command to gather data that may help identify the nature of the error. Also perform a search of the Bug Toolkit http://www.cisco.com/cgi-bin/Support/Bugtool/home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support."
"PQUICC3","1","CTSLOST","PQUICC3([dec]/[dec]), Clear to Send Lost","The Clear To Send (CTS) input signal on a data terminal equipment (DTE) serial interface became inactive while transmitting a frame. This problem is a result of a communication line failure or cable disconnection.","Check the serial interface cable and/or communication equipment, such as the channel service unit/data service unit (CSU/DSU)."
"PQUICC3","1","INITFAIL","PQUICC3([dec]/[dec]), SCC[dec] init failed","The software failed to initialize/restart a 1T serial card.","Clear the serial interface. If the message recurs, call your technical support representative for assistance."
"PQUICC3","1","LINEFLAP","PQUICC3([dec]/[dec]), Excessive modem control changes","The system received too many modem control signal interrupts. Modem control signals are hardware handshake signals between data terminal equipment (DTE) and data communications equipment (DCE). The signals include either a data carrier detect (DCD) or a data set ready (DSR), or both DCD and DSR.","Check the serial interface cable. The error can occur if the cable is disconnected or has come loose and is picking up noise. If the cable appears to be connected correctly, check the equipment connected to the cable."
"PQUICC3","1","NOMEMORY","Unit [dec], no memory for [chars]","The MPC8500/PowerQUICC CPU was unable to access the memory it needs to carry out its functions. Here are some possible causes.–The network is large, requiring a lot of memory for routing tables, etc.–The router configuration has many features enabled, each of which requires memory.–A software error (memory leak) exists.","Reduce system activity to ease the memory demand, or upgrade to a larger memory configuration."
"PQUICC3","1","QMC_GLOBAL_ERROR","PQUICC3([dec]/[dec]), Global error [hex] in QMC","One or more of the channels served by the QMC instance encountered transmitter underflow or receiver overflow or the QMC interrupt table overflowed. Normally, such a problem is temporary, depending on transient peak loads within the system.","The system should recover. No action is required."
"PQUICC3","1","TOOBIG","PQUICC3([dec]/[dec]), packet too big, packet size was [dec] bytes","A packet greater than the assigned MTU of this serial interface was queued up for transmission.","The system should recover. No action is required. If the message recurs, it may indicate an error related to data traffic patterns. Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the Output Interpreter https://www.cisco.com/cgi-bin/Support/OutputInterpreter/home.pl. Issue the show tech-support command to gather data that may help identify the nature of the error. Also perform a search of the Bug Toolkit http://www.cisco.com/cgi-bin/Support/Bugtool/home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support."
"PQUICC3","1","TOOSMALL","PQUICC3([dec]/[dec]), packet was less than 2 bytes, packet size was [dec] bytes","A small packet (less than 2 bytes) was queued up for transmission. The interface cannot handle such small packets for transmission.","The system should recover. No action is required. If the message recurs, it may indicate a hardware error related to data traffic patterns. copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the Output Interpreter https://www.cisco.com/cgi-bin/Support/OutputInterpreter/home.pl. Issue the show tech-support command to gather data that may help identify the nature of the error. Also perform a search of the Bug Toolkit http://www.cisco.com/cgi-bin/Support/Bugtool/home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support."
"PQUICC3","1","UNDERFLO","PQUICC3([dec]/[dec]), Transmit underflow","While transmitting a frame, the serial controller chip's local buffer received insufficient data because data could not be transferred to the chip fast enough to keep pace with its output rate. Normally, such a problem is temporary, depending on transient peak loads within the system.","The system should recover. No action is required."
"PQUICC3","1","UNEXPECTED_INTERRUPT","PQUICC3([dec]), Unexpected modem-signal interrupt","The software did not expect to see a modem control signal change on this interface.","Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the Output Interpreter https://www.cisco.com/cgi-bin/Support/OutputInterpreter/home.pl. Issue the show tech-support command to gather data that may help identify the nature of the error. Also perform a search of the Bug Toolkit http://www.cisco.com/cgi-bin/Support/Bugtool/home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support."
"PQUICC3","1","WRONG_SLOT","PQUICC3([dec]), BRI card in wrong slot(1)","The BRI card is not supported in WIC slot 0.","Power down, move the BRI card to the other WIC slot on the port module and reboot."
"PQUICC3","3","OWNERR","Unit [dec], buffer ownership error, pak = [hex]","An internal software error occurred.","Call your technical support representative to obtain a software upgrade."
"PQUICC3","3","SPURIOUS_INTERRUPT","Interface card in slot [dec] generated a spurious interrupt","Interface card on the router which is not supported by this image generated a spurious interrupt that can not be handled.","No action is required. To avoid seeing this message in the future, remove the unsupported card or use an image that supports it."
"PQUICC3","3","UNKNOWN_SCCS","PQUICC3, Incorrect SCC number","An internal software error occurred.","Call your technical support representative to obtain a software "
"PQUICC3","3","UNKNOWN_SCC_TX_VECTOR","PQUICC3, Unknown TX vector on port [dec]","An internal software error occurred.","Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the Output Interpreter https://www.cisco.com/cgi-bin/Support/OutputInterpreter/home.pl. Issue the show tech-support command to gather data that may help identify the nature of the error. Also perform a search of the Bug Toolkit http://www.cisco.com/cgi-bin/Support/Bugtool/home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support."
"PQUICC3","1","UNKNOWN_WIC","PQUICC3([dec]), WIC card has an unknown ID of [hex]","The software does not recognize the type of WIC card plugged into the port module.","Check the part number on the WIC card to verify that it is supported in the IOS release operational on the router or contact your technical support representative."
"PQUICC3","1","UNSUPPORTED_CONFIG","Slot [dec] has an unsupported combination of ISDN WAN interface cards","It is not possible to support this type of BRI card in slot 1 along with another BRI card in slot 0.","Remove one of the BRI cards from either slot."
"PRBS","5","DECERR","Slot:[dec],Subcard:[dec],Port:[dec] Decoding error [dec] at time [dec] sec.","A software error occurred.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"PRBS","5","GETARGERR","process_get_arg_num error.","A software error occurred.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"PRBS","5","LOSSLOCK","Slot:[dec],Subcard:[dec],Port:[dec] Loss of Lock at time [dec] sec.","A software error occurred.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
"PRBS","5","PASSED","Slot:[dec],Subcard:[dec],Port:[dec] [dec] sec PRBS test passed.","A PBRS test was successful.","No action is required."
"PRBS","5","STATUSERR","Slot:[dec],Subcard:[dec],Port:[dec] at [dec] sec status error [dec], quit.","A software error occurred.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://www.cisco.com/cgi-bin/Support/Bugtool/launch_bugtool.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs."
